Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
8815,37,RL,91,22206,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,1997,1989,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Gd,BLQ,203,Unf,37,324,442,GasA,Ex,Y,SBrkr,978,482,17,1380,0,0,2,0,4,1,Gd,6,Typ,0,NA,Attchd,2000,Fin,2,532,TA,TA,Y,149,85,6,41,35,39,NA,NA,NA,446,7,2009,WD,Normal,185610
8816,62,RL,55,16562,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1.5Fin,3,5,1967,1981,Gable,CompShg,Plywood,Wd Sdng,None,0,TA,TA,CBlock,Ex,TA,Gd,GLQ,561,Unf,83,201,438,GasA,TA,Y,SBrkr,812,96,14,629,1,0,1,1,2,1,Gd,5,Typ,0,NA,Detchd,1977,RFn,1,239,TA,TA,Y,50,67,18,4,13,27,NA,NA,NA,270,5,2007,WD,Normal,68756
8817,38,RL,78,10984,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,5,6,1939,1971,Gable,CompShg,HdBoard,MetalSd,BrkFace,0,TA,TA,BrkTil,Gd,TA,No,GLQ,432,Unf,125,171,793,GasA,TA,Y,SBrkr,1209,512,60,1636,1,0,2,1,3,2,TA,7,Typ,0,Gd,Detchd,1986,Unf,2,418,TA,TA,Y,28,18,82,12,3,1,NA,NA,NA,446,3,2008,WD,Abnorml,175481
8818,93,RL,80,17991,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,TwnhsE,1Story,7,5,1980,1987,Hip,CompShg,CemntBd,AsbShng,Stone,186,Gd,TA,CBlock,TA,TA,No,Rec,1380,Unf,78,291,1559,GasA,TA,Y,SBrkr,1778,257,48,2005,1,0,2,1,3,1,TA,7,Typ,1,NA,Attchd,2008,Fin,2,435,TA,TA,Y,60,103,37,1,43,50,NA,NA,NA,234,7,2009,WD,Normal,214730
8819,37,RL,69,14047,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,6,1967,1959,Gable,CompShg,Plywood,Wd Shng,None,104,Gd,TA,CBlock,Gd,TA,No,BLQ,222,Unf,254,139,685,GasA,TA,Y,SBrkr,1289,602,26,2009,1,0,1,1,3,1,TA,7,Typ,1,Gd,Detchd,1978,RFn,3,764,TA,TA,Y,74,36,87,19,117,24,NA,GdPrv,NA,182,3,2008,WD,Normal,249066
8820,39,RL,53,18728,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,OldTown,RRAn,Norm,1Fam,1Story,4,5,1940,1956,Gable,CompShg,BrkFace,Plywood,None,0,TA,TA,CBlock,TA,Gd,No,NA,1150,BLQ,432,12,808,GasA,Ex,Y,SBrkr,996,64,51,834,1,0,1,0,2,1,Gd,5,Typ,0,NA,Detchd,1993,RFn,0,173,TA,TA,Y,39,28,66,14,63,20,NA,NA,NA,38,2,2009,WD,Normal,81422
8821,46,RL,50,27131,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,9,6,2000,2008,Hip,CompShg,CemntBd,Plywood,None,174,Gd,TA,CBlock,Gd,TA,No,Unf,576,Unf,282,639,1676,GasA,Ex,Y,SBrkr,1978,696,35,2948,0,1,3,1,2,1,Fa,9,Typ,2,Po,Attchd,1979,Unf,4,1270,TA,TA,Y,112,183,19,24,89,61,NA,MnPrv,NA,532,11,2008,WD,Normal,380890
8822,59,RL,70,6638,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,6,5,1989,1973,Gable,CompShg,MetalSd,HdBoard,None,0,TA,TA,PConc,Gd,TA,Mn,ALQ,453,Unf,37,501,822,GasA,Gd,Y,SBrkr,1283,204,33,1455,1,0,1,1,3,1,Gd,7,Typ,0,NA,Attchd,1941,Unf,2,532,TA,TA,Y,83,75,20,15,30,25,NA,NA,NA,159,3,2007,WD,Normal,193543
8823,20,RL,44,18381,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1938,1975,Hip,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,TA,TA,No,Unf,219,Unf,8,1500,1670,GasA,Ex,Y,SBrkr,1833,64,50,1861,1,0,2,0,4,1,TA,8,Typ,1,Gd,BuiltIn,1976,RFn,1,196,TA,TA,Y,182,2,5,29,60,13,NA,NA,NA,1011,9,2008,WD,Normal,226387
8824,24,RL,84,14793,Pave,NA,IR1,Bnk,AllPub,CulDSac,Mod,OldTown,Norm,Norm,1Fam,1Story,4,7,1940,1970,Hip,CompShg,CemntBd,Plywood,BrkFace,0,TA,TA,BrkTil,TA,TA,No,Rec,1459,Unf,153,442,1553,GasA,TA,Y,FuseP,1220,6,37,589,1,0,2,0,2,1,Gd,3,Typ,0,Gd,Attchd,1978,RFn,1,370,TA,TA,Y,93,9,83,8,13,13,NA,NA,NA,626,7,2007,WD,Normal,181964
8825,111,RM,NA,16711,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,6,5,1978,1980,Gable,CompShg,MetalSd,HdBoard,None,300,TA,TA,CBlock,Gd,TA,No,GLQ,224,Unf,123,478,611,GasA,Ex,Y,SBrkr,839,988,25,1774,0,0,2,0,4,1,TA,8,Typ,1,NA,Attchd,1954,RFn,1,208,TA,TA,Y,100,59,134,19,12,20,NA,NA,NA,402,8,2010,WD,Normal,193110
8826,30,RL,50,17010,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,4,2005,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,153,Gd,TA,PConc,Gd,TA,No,ALQ,825,Unf,178,379,1445,GasA,Ex,Y,SBrkr,1476,156,8,1470,0,0,1,1,3,1,Gd,7,Typ,0,NA,Attchd,2004,RFn,2,625,TA,TA,Y,169,145,25,17,40,28,NA,NA,NA,808,7,2010,WD,Normal,215736
8827,57,RL,75,14127,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,5,4,1951,1951,Gable,CompShg,Plywood,CmentBd,None,196,TA,TA,CBlock,TA,TA,Mn,BLQ,65,Unf,29,273,211,GasA,TA,Y,SBrkr,789,219,84,903,0,0,2,0,3,1,TA,6,Typ,0,NA,Attchd,2002,Fin,1,142,TA,Fa,Y,37,22,113,30,15,27,NA,MnPrv,NA,183,11,2008,New,Partial,87029
8828,39,RL,70,10296,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1931,1968,Gable,CompShg,Wd Sdng,HdBoard,None,0,TA,TA,BrkTil,TA,TA,No,ALQ,351,Unf,12,210,827,GasA,Ex,Y,SBrkr,1028,213,0,984,0,0,1,0,2,1,TA,6,Typ,1,NA,Detchd,1985,Unf,1,184,TA,TA,Y,252,20,44,17,29,1,NA,MnPrv,NA,231,11,2007,WD,Normal,126097
8829,53,RL,50,8138,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,6,1995,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,85,Gd,TA,PConc,Gd,TA,No,ALQ,1143,Unf,172,110,1407,GasA,TA,Y,SBrkr,986,383,32,1487,1,0,1,1,3,1,Gd,5,Typ,1,Gd,Attchd,1963,Unf,3,682,TA,TA,Y,91,129,58,8,64,67,NA,NA,NA,284,4,2006,WD,Normal,226952
8830,82,RL,50,10795,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1967,1981,Gable,CompShg,HdBoard,VinylSd,BrkFace,0,TA,TA,PConc,Gd,TA,No,Unf,549,Unf,96,463,1061,GasA,Gd,Y,SBrkr,808,701,44,1449,1,0,1,1,3,1,TA,7,Typ,1,TA,Attchd,1995,RFn,2,509,TA,TA,Y,1,16,66,12,77,53,NA,NA,NA,710,10,2009,WD,Normal,175501
8831,53,RL,85,11645,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1947,1987,Gable,CompShg,MetalSd,HdBoard,Stone,230,TA,Gd,CBlock,TA,TA,No,BLQ,659,Unf,130,541,1431,GasA,TA,Y,SBrkr,1400,351,34,1448,0,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,2001,RFn,1,457,TA,TA,Y,244,60,17,13,117,70,NA,NA,NA,65,7,2008,WD,Normal,169034
8832,45,RL,75,20700,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,1Story,7,6,1945,2001,Gable,CompShg,WdShing,Wd Shng,None,0,Gd,TA,CBlock,Gd,TA,No,GLQ,342,Unf,149,698,1092,GasA,TA,Y,SBrkr,1633,188,40,2171,0,0,2,0,3,1,Gd,8,Typ,1,TA,Detchd,1969,RFn,2,832,TA,TA,Y,92,97,147,7,10,89,NA,NA,NA,14,9,2007,WD,Normal,262450
8833,35,RL,85,25390,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,2,1996,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,TA,TA,PConc,Gd,TA,Gd,Unf,314,Unf,91,594,1511,GasA,TA,Y,SBrkr,1286,425,20,1599,0,0,2,0,3,1,TA,7,Typ,2,Gd,Attchd,1970,Fin,3,706,TA,TA,Y,145,110,76,4,1,70,NA,NA,NA,186,10,2008,WD,Normal,228786
8834,70,RL,NA,2633,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,4,1947,1953,Gable,CompShg,MetalSd,HdBoard,BrkFace,0,TA,TA,PConc,Gd,TA,No,LwQ,632,NA,228,437,583,GasA,TA,Y,SBrkr,473,248,37,488,0,0,1,0,4,1,TA,5,Typ,0,NA,Attchd,1955,RFn,1,347,TA,TA,Y,143,48,36,35,2,32,NA,NA,Shed,672,4,2007,WD,Normal,40017
8835,85,RL,50,17962,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,7,6,1974,1971,Hip,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,TA,TA,No,Unf,584,Unf,205,842,1578,GasA,TA,Y,SBrkr,938,992,27,1948,1,0,2,1,3,1,TA,8,Typ,1,Gd,Detchd,1975,Unf,3,782,TA,TA,Y,267,108,76,25,13,30,NA,MnPrv,NA,226,9,2007,WD,Normal,221154
8836,59,RL,NA,17376,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,2Story,8,7,1982,1988,Gable,CompShg,MetalSd,HdBoard,BrkFace,420,Gd,TA,PConc,Gd,TA,Av,ALQ,996,Unf,340,66,1222,GasA,Ex,Y,SBrkr,1369,635,66,2228,1,0,1,1,2,1,TA,7,Typ,1,TA,Attchd,1939,Unf,3,761,TA,TA,Y,190,155,86,12,41,34,NA,NA,NA,92,6,2007,WD,Normal,284924
8837,82,RM,NA,5044,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,5,1977,1972,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,150,Unf,172,640,851,GasA,TA,Y,SBrkr,918,887,15,1532,1,0,2,1,2,1,TA,5,Typ,1,NA,Detchd,1971,Unf,2,402,TA,TA,Y,125,110,95,27,11,50,NA,NA,NA,50,9,2008,WD,Normal,132396
8838,23,RL,NA,5846,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1984,2006,Gable,CompShg,HdBoard,MetalSd,BrkFace,220,TA,TA,CBlock,Gd,TA,No,LwQ,1269,Unf,169,371,1191,GasA,Ex,Y,SBrkr,1248,35,25,1046,1,0,2,0,2,1,TA,7,Typ,0,NA,Detchd,1998,Fin,2,424,TA,TA,Y,29,18,139,28,32,29,NA,NA,NA,778,5,2008,WD,Normal,96621
8839,38,RL,40,18197,Pave,NA,Reg,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,1Story,7,4,2000,1996,Gable,CompShg,MetalSd,Plywood,None,0,TA,TA,CBlock,Ex,TA,NA,Rec,549,Unf,308,30,1198,GasA,Ex,Y,SBrkr,2117,95,11,2105,1,0,2,1,3,1,TA,8,Typ,1,TA,Attchd,1951,Unf,3,939,TA,TA,Y,238,43,26,2,7,45,NA,NA,NA,182,5,2006,WD,Normal,237195
8840,87,RL,90,6419,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1.5Fin,6,4,2002,1971,Gable,CompShg,VinylSd,VinylSd,BrkFace,450,Gd,TA,PConc,Gd,TA,No,GLQ,98,Unf,18,282,807,GasA,TA,Y,SBrkr,1211,91,21,1252,0,0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,2004,RFn,2,673,TA,TA,Y,10,88,47,44,70,55,NA,NA,NA,231,5,2007,WD,Normal,106316
8841,79,RL,78,24231,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,OldTown,Norm,Norm,1Fam,2Story,9,5,1983,1993,Hip,CompShg,Wd Sdng,HdBoard,Stone,261,Gd,TA,PConc,Fa,TA,Av,BLQ,1189,NA,533,18,1438,GasA,Ex,Y,SBrkr,1815,560,62,2270,1,0,2,1,4,1,Gd,8,Typ,1,Gd,Attchd,1976,Unf,3,745,TA,TA,Y,252,119,67,13,124,70,NA,NA,NA,167,3,2008,WD,Normal,343648
8842,31,RL,86,24534,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,6,1991,2010,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Gd,GLQ,542,Unf,305,832,1513,GasA,Ex,Y,SBrkr,1577,109,47,1554,1,0,2,0,3,1,Ex,7,Typ,0,NA,Attchd,1997,RFn,2,579,TA,TA,Y,149,37,46,31,17,32,NA,NA,NA,259,8,2009,WD,Normal,224249
8843,75,RL,86,16866,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,8,6,2000,2008,Hip,CompShg,VinylSd,VinylSd,Stone,425,TA,TA,CBlock,Gd,TA,Mn,GLQ,261,Unf,145,309,661,GasA,Ex,Y,SBrkr,1563,410,19,1911,0,0,2,0,3,1,Gd,8,Typ,1,NA,Attchd,1965,RFn,3,714,TA,TA,Y,36,116,1,6,4,38,NA,NA,NA,125,11,2009,WD,Normal,232428
8844,46,RL,80,33738,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,6,1938,1973,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,TA,BrkTil,Gd,TA,NA,NA,659,Unf,131,92,552,GasA,Ex,Y,SBrkr,1522,290,83,1818,0,0,2,0,3,1,Gd,8,Typ,1,TA,Attchd,1958,Fin,2,460,TA,TA,Y,129,207,33,4,47,4,NA,NA,NA,382,4,2009,WD,Normal,143686
8845,105,RL,NA,15067,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1990,1953,Gable,CompShg,VinylSd,VinylSd,None,320,TA,TA,CBlock,Gd,TA,No,Unf,72,Unf,32,180,549,GasA,Ex,Y,SBrkr,566,306,0,658,0,0,1,1,2,1,Gd,5,Typ,0,TA,Attchd,2003,Fin,1,194,TA,TA,Y,289,13,14,35,3,20,NA,NA,NA,8,3,2008,WD,Normal,78114
8846,51,RM,60,5601,Pave,NA,Reg,Lvl,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,5,6,1958,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,203,TA,TA,CBlock,TA,TA,No,Unf,505,Unf,229,326,1348,GasA,TA,Y,SBrkr,1128,81,68,940,1,0,1,1,3,1,TA,5,Typ,0,NA,Attchd,1981,Unf,2,528,TA,TA,Y,69,5,34,33,25,4,NA,NA,NA,187,11,2009,WD,Normal,173237
8847,25,RL,72,22205,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,5,7,1951,1958,Gable,CompShg,MetalSd,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,Av,Rec,405,Unf,189,960,1362,GasA,Ex,Y,SBrkr,1790,129,14,1643,1,0,3,0,3,1,Gd,6,Typ,0,NA,Attchd,2001,Unf,3,769,TA,TA,Y,217,15,26,7,113,36,NA,NA,NA,133,7,2008,WD,Normal,214696
8848,98,RL,60,7183,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,6,6,1989,1985,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,539,Unf,79,176,1202,GasA,Ex,Y,SBrkr,1362,353,60,1762,1,0,2,0,3,1,TA,7,Typ,1,TA,NA,2003,NA,1,402,TA,TA,Y,51,67,55,3,16,29,NA,NA,NA,725,8,2006,WD,Normal,192486
8849,98,RL,58,12631,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,1Fam,1.5Fin,6,6,1973,1958,Gable,CompShg,CemntBd,Plywood,None,0,Gd,TA,CBlock,TA,TA,Av,GLQ,789,Unf,32,496,1028,GasA,TA,Y,SBrkr,768,933,59,1669,1,0,1,1,3,1,Gd,6,Typ,1,Gd,Attchd,1960,Fin,1,425,TA,TA,Y,279,45,27,19,2,48,NA,NA,NA,747,3,2010,WD,Normal,281239
8850,35,RL,72,24948,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,1985,1996,Hip,CompShg,Wd Sdng,Plywood,BrkFace,305,TA,TA,CBlock,Fa,TA,No,BLQ,568,Unf,50,184,1073,GasA,Ex,Y,SBrkr,1618,139,2,1687,1,0,2,0,3,1,Gd,5,Typ,0,NA,Attchd,1940,Unf,3,940,TA,TA,Y,239,14,83,14,17,3,NA,NA,NA,216,8,2009,WD,Normal,294096
8851,108,RL,68,17109,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,TwnhsE,1.5Fin,6,5,1996,2002,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,ALQ,786,Unf,98,295,925,GasA,Ex,Y,SBrkr,1063,630,52,1990,0,0,2,0,3,1,TA,8,Typ,1,NA,BuiltIn,2005,RFn,2,531,TA,TA,Y,293,114,5,31,83,20,NA,NA,NA,56,7,2006,WD,Normal,214899
8852,123,RL,80,16884,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,8,6,1963,1986,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,Av,Unf,256,Unf,137,337,703,GasA,Ex,Y,SBrkr,774,1258,19,1934,0,0,3,1,4,1,TA,7,Typ,1,Gd,Attchd,1961,Fin,3,532,TA,TA,Y,59,55,22,35,24,20,NA,NA,NA,352,8,2010,WD,Normal,233995
8853,67,RL,88,9197,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,6,1992,1976,Gable,CompShg,VinylSd,VinylSd,None,132,TA,TA,CBlock,Gd,TA,Av,GLQ,304,Unf,127,183,934,GasA,TA,Y,SBrkr,846,782,62,1564,0,0,3,1,3,1,Gd,7,Typ,1,TA,Attchd,2005,NA,1,194,TA,TA,Y,265,107,18,3,36,81,NA,GdPrv,NA,267,2,2008,WD,Normal,217571
8854,46,RL,NA,23061,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,6,1988,2008,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,Gd,TA,Gd,Rec,454,Unf,169,899,752,GasA,Ex,Y,SBrkr,1134,549,36,1779,1,0,2,1,5,1,Gd,8,Typ,1,Gd,Attchd,2009,RFn,1,340,TA,TA,Y,182,129,56,7,19,16,NA,NA,NA,1349,6,2009,WD,Normal,190717
8855,52,RL,30,16972,Pave,NA,Reg,HLS,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,5,5,1971,1974,Gable,CompShg,Plywood,Wd Shng,None,0,TA,TA,BrkTil,NA,TA,Gd,BLQ,104,Unf,148,194,202,GasA,Gd,Y,SBrkr,928,826,3,1661,0,0,1,1,3,1,Gd,7,Typ,1,Gd,Detchd,1986,Unf,2,442,TA,TA,Y,10,4,23,31,29,12,NA,NA,NA,524,10,2008,WD,Normal,126875
8856,68,RL,NA,8253,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,4,1999,1985,Gable,CompShg,MetalSd,Wd Sdng,BrkFace,196,TA,TA,PConc,TA,TA,No,Unf,225,Unf,95,391,1278,GasA,TA,Y,SBrkr,1218,194,19,1166,1,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,2006,RFn,2,633,TA,TA,Y,36,0,6,19,32,23,NA,NA,NA,58,10,2009,WD,Normal,161775
8857,85,RL,34,11910,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1914,1952,Gable,CompShg,BrkFace,Plywood,None,0,TA,TA,CBlock,Gd,TA,No,GLQ,119,Unf,141,1012,1103,GasA,TA,Y,SBrkr,1140,997,21,2184,0,0,2,0,3,1,Gd,7,Typ,1,NA,Attchd,1982,Unf,1,441,TA,TA,Y,28,15,138,2,163,38,NA,NA,NA,15,7,2009,WD,Normal,141561
8858,43,RL,65,7276,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,4,1990,1994,Hip,CompShg,BrkFace,AsbShng,None,NA,TA,TA,PConc,Gd,TA,Av,GLQ,722,Unf,194,669,1082,GasA,Ex,Y,SBrkr,1267,55,34,981,1,0,2,0,3,1,TA,5,Typ,1,Gd,Attchd,1968,RFn,3,563,TA,TA,Y,91,35,30,23,18,14,NA,NA,NA,703,6,2007,WD,Normal,126785
8859,30,RL,68,5666,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,8,1976,1987,Gable,CompShg,VinylSd,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,ALQ,546,Unf,124,326,817,GasA,Ex,Y,SBrkr,896,74,33,654,1,0,1,0,2,1,TA,6,Typ,0,NA,Attchd,1970,Unf,1,381,TA,TA,Y,1,40,65,9,16,12,NA,NA,NA,676,5,2007,WD,Normal,100754
8860,85,RM,66,14865,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,1Fam,2Story,7,7,1987,1968,Gable,CompShg,HdBoard,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,GLQ,294,Unf,206,647,1213,GasA,TA,Y,SBrkr,797,1076,29,1713,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1987,Unf,2,739,TA,TA,Y,24,70,29,33,59,12,NA,NA,NA,967,9,2008,WD,Normal,207046
8861,107,RL,60,9013,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,4,6,1936,1976,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,No,Unf,245,Unf,47,118,635,GasA,Gd,Y,SBrkr,647,232,65,791,0,0,1,0,2,1,TA,4,Typ,0,NA,NA,1965,Fin,1,93,TA,TA,N,86,37,63,3,31,32,NA,NA,NA,286,3,2007,WD,Normal,80542
8862,91,RL,NA,9686,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,SFoyer,9,7,1996,2009,Hip,CompShg,VinylSd,MetalSd,BrkFace,0,Gd,TA,PConc,Gd,TA,No,GLQ,672,Unf,175,221,1253,GasA,Ex,Y,SBrkr,980,1092,91,1984,1,0,2,1,3,1,Fa,8,Typ,0,Gd,Detchd,2007,Fin,2,478,TA,TA,Y,132,22,108,5,46,13,NA,NA,NA,524,8,2010,WD,Normal,236745
8863,50,RL,80,10433,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,4,1993,1975,Hip,CompShg,MetalSd,CmentBd,None,0,Gd,TA,CBlock,Gd,TA,Av,LwQ,1225,Unf,249,8,889,GasA,TA,Y,SBrkr,1022,96,61,1043,2,0,1,1,2,1,TA,4,Typ,0,Gd,Attchd,1937,Unf,3,1036,TA,TA,Y,119,24,48,46,44,68,NA,NA,NA,1023,8,2009,WD,Normal,162901
8864,36,RL,85,5164,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,2001,1995,Hip,CompShg,VinylSd,HdBoard,BrkFace,420,Gd,TA,PConc,Gd,TA,Mn,GLQ,363,Unf,32,254,890,GasA,Ex,Y,SBrkr,1197,278,23,1389,1,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,2007,NA,2,411,TA,TA,Y,339,75,51,60,45,67,NA,NA,NA,774,6,2006,WD,Normal,191214
8865,67,RM,62,7959,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,7,1978,1992,Gable,CompShg,HdBoard,VinylSd,BrkFace,72,Gd,TA,BrkTil,Ex,TA,No,BLQ,444,Unf,197,46,814,GasA,Gd,Y,SBrkr,1144,207,8,1115,1,0,2,0,2,1,TA,6,Typ,0,NA,Attchd,1968,Fin,3,901,TA,TA,Y,48,59,25,7,65,51,NA,NA,NA,444,6,2008,WD,Normal,158066
8866,40,RL,80,11281,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,2008,2009,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Fa,TA,Mn,GLQ,109,Rec,287,112,650,GasA,Ex,Y,SBrkr,1475,111,35,1476,0,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,1968,NA,2,381,TA,Fa,Y,184,53,4,41,23,106,NA,NA,NA,622,9,2010,WD,Normal,246109
